object_id,incident_id,offense_id,offense_code,offense_code_extension,top_traffic_accident_offense,first_occurrence_date,last_occurrence_date,reported_date,incident_address,geo_x,geo_y,geo_lon,geo_lat,district_id,precinct_id,neighborhood_id,bicycle_ind,pedestrian_ind,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,road_location,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,POINT_X,POINT_Y,x,y
298181901,2022329901,2.02233E+14,5420,0,TRAF - ACCIDENT - DUI/DUID    ,"6/29/2022, 1:46 PM","6/29/2022, 1:46 PM","6/29/2022, 2:12 PM",S CLARKSON ST / E ALAMEDA AVE,3146834,1684319,-104.978084,39.71109937,3,312,Washington Park West,0,0,Front to Side,Front to Side,Tree,On Roadway,Non-Intersection,Straight - Level,Dry,Daylight,Pickup Truck/Utility Van,South,Going Straight,Careless Driving,Other Factor,,Passenger Car/Passenger Van,South,Parked,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686107.32,4824048.345
298181990,202281446,2.02281E+13,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"2/16/2022, 4:05 PM","2/16/2022, 4:05 PM","2/16/2022, 4:39 PM",1200 BLOCK E ALAMEDA AVE,3148238,1684306,-104.9730939,39.71104143,3,312,Washington Park,0,0,Front to Front,,Front to Front,On Roadway,Non-Intersection,Straight - Level,Icy,Dark-Lighted,Unknown (Hit and Run Only),West,Making Left Turn,Other Contributing Action,Not Observed,,Passenger Car/Passenger Van,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685551.95,4824041.179
298182196,2021384710,2.02138E+14,5441,0,TRAF - ACCIDENT               ,"7/6/2021, 8:38 AM","7/6/2021, 8:38 AM","7/6/2021, 8:38 AM",S LINCOLN ST / E ALAMEDA AVE,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Daylight,SUV,North,Going Straight,Failed to Stop at Signal,No Apparent Contributing Factor,,Passenger Car/Passenger Van,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298182286,2021578033,2.02158E+14,5441,0,TRAF - ACCIDENT               ,"10/8/2021, 9:57 AM","10/8/2021, 9:57 AM","10/8/2021, 9:57 AM",S LINCOLN ST / E ALAMEDA AVE,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,On Roadway,At Intersection,Straight - Level,Dry,Daylight,SUV,North,Changing Lanes,Lane Violation,No Apparent Contributing Factor,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298182824,2022275409,2.02228E+14,5441,0,TRAF - ACCIDENT               ,"6/1/2022, 6:15 AM","6/1/2022, 6:15 AM","6/1/2022, 6:15 AM",E ALAMEDA AVE / S LINCOLN SHERMAN ALY,3144669,1684327,-104.9857791,39.71115522,3,312,Washington Park West,0,0,Side to Side-Opposite Direction,,Side to Side-Opposite Direction,On Roadway,Intersection Related,Straight - Level,Wet,Daylight,"Medium/Heavy Trucks GVWR/GCWR between 10,001 and 16,000",West,Making Left Turn,Improper Passing on Left,Driver Inexperience,,SUV,East,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686963.65,4824056.705
298183018,2022334920,2.02233E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"7/2/2022, 6:29 AM","7/2/2022, 6:29 AM","7/2/2022, 11:21 AM",1100 BLOCK E ALAMEDA AVE,3147908,1684303,-104.974267,39.71103844,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,Intersection Related,Straight - Level,Dry,Daylight,SUV,East,Slowing,Careless Driving,Not Observed,,Passenger Car/Passenger Van,East,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685680.94,4824038.79
298183663,2022406709,2.02241E+14,5441,0,TRAF - ACCIDENT               ,"8/9/2022, 7:52 AM","8/9/2022, 7:52 AM","8/9/2022, 7:52 AM",E ALAMEDA AVE / S GRANT ST,3145165,1684326,-104.9840162,39.71114476,3,312,Washington Park West,0,0,Front to Front,,Front to Front,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,East,Making Left Turn,Failed to Yield ROW,Asleep or Fatigued,,Passenger Car/Passenger Van,West,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686767.78,4824055.511
298183811,202288653,2.02289E+13,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"2/20/2022, 2:30 PM","2/20/2022, 2:30 PM","2/20/2022, 5:49 PM",E ALAMEDA AVE / S GRANT ST,3145165,1684326,-104.9840162,39.71114476,3,312,Washington Park West,0,0,Light Pole/Utility Pole,,,Ran Off Right Side,Intersection Related,Straight - Level,Dry,Dark-Lighted,SUV,West,Going Straight,,,,,,,,,,0,0,,,,,,,-11686767.78,4824055.511
298183867,202291099,2.02291E+13,5441,0,TRAF - ACCIDENT               ,"2/22/2022, 3:51 AM","2/22/2022, 3:51 AM","2/22/2022, 3:51 AM",300 BLOCK S LINCOLN ST,3144544,1684274,-104.9862245,39.71101167,3,312,Washington Park West,0,0,Side to Side-Same Direction,Curb,Side to Side-Same Direction,On Roadway,Driveway Access Related,Straight - Level,Wet W/Visible Icy Road Treatment,Daylight,SUV,North,Making Left Turn,Turned from Wrong Lane or Position,Not Observed,,SUV,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687012.62,4824035.207
298185213,2021647903,2.02165E+14,5441,0,TRAF - ACCIDENT               ,"11/15/2021, 1:00 AM","11/15/2021, 1:00 AM","11/15/2021, 1:00 AM",E ALAMEDA AVE / S EMERSON ST,3147165,1684322,-104.9769075,39.71110238,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,Intersection Related,Straight - Level,Dry,Daylight,SUV,East,Going Straight,Followed Too Closely,Distracted/Other Interior,,Passenger Car/Passenger Van,East,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685975.94,4824048.345
298185226,2021648532,2.02165E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"11/15/2021, 6:15 AM","11/15/2021, 6:15 AM","11/15/2021, 6:54 AM",S LOGAN ST / E ALAMEDA AVE,3145512,1684326,-104.9827828,39.71113934,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Unknown (Hit and Run Only),North,,,,,Passenger Car/Passenger Van,North,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686630.43,4824054.316
298185314,2021674027,2.02167E+14,5441,0,TRAF - ACCIDENT               ,"11/29/2021, 11:15 AM","11/29/2021, 11:15 AM","11/29/2021, 11:30 AM",E ALAMEDA AVE / S DOWNING ST,3148153,1684330,-104.9733956,39.71110867,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Dark-Lighted,Passenger Car/Passenger Van,East,Slowing,Followed Too Closely,Distracted/Other Interior,,SUV,East,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685585.39,4824050.733
298185383,2021724589,2.02172E+14,5441,0,TRAF - ACCIDENT               ,"12/28/2021, 10:45 AM","12/28/2021, 10:45 AM","12/28/2021, 11:05 AM",E ALAMEDA AVE / S FRANKLIN ST,3149472,1684340,-104.9687071,39.71111504,3,312,Washington Park,0,0,Side to Side-Opposite Direction,,Side to Side-Opposite Direction,On Roadway,At Intersection,Straight - Level,Dry,Dark-Lighted,Passenger Car/Passenger Van,East,Swerve/Avoidance,Lane Violation,Distracted/Other Exterior,,SUV,West,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685062.28,4824050.733
298185535,2022130708,2.02213E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"3/16/2022, 7:45 AM","3/16/2022, 7:45 AM","3/16/2022, 7:59 AM",S DOWNING ST / E ALAMEDA AVE,3148153,1684330,-104.9733956,39.71110867,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Unknown (Hit and Run Only),,,,,,Non-School Bus (9 occupants or more including driver) in commerce,North,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685585.39,4824050.733
298185745,2022159375,2.02216E+14,5441,0,TRAF - ACCIDENT               ,"4/1/2022, 1:39 AM","4/1/2022, 1:39 AM","4/1/2022, 2:21 AM",E ALAMEDA AVE / S CLARKSON ST,3146834,1684319,-104.978084,39.71109937,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Uphill,Dry,Daylight,Passenger Car/Passenger Van,West,Making Left Turn,Failed to Yield ROW,No Apparent Contributing Factor,,Passenger Car/Passenger Van,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686107.32,4824048.345
298186237,202265884,2.02266E+13,5441,0,TRAF - ACCIDENT               ,"2/8/2022, 10:15 AM","2/8/2022, 10:15 AM","2/8/2022, 10:21 AM",E ALAMEDA AVE / S CLARKSON ST,3146834,1684319,-104.978084,39.71109937,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Daylight,SUV,East,Slowing,Followed Too Closely,Distracted/Other Interior,,SUV,East,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686107.32,4824048.345
298186544,2022121806,2.02212E+14,5441,0,TRAF - ACCIDENT               ,"3/11/2022, 10:15 AM","3/11/2022, 10:15 AM","3/11/2022, 10:47 AM",600 BLOCK E ALAMEDA AVE,3146269,1684296,-104.9800927,39.71104512,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,,Non-Intersection,Curve Right - Downhill,Dry,Dawn or Dusk,Passenger Car/Passenger Van,West,Changing Lanes,Failed to Yield ROW,No Apparent Contributing Factor,,SUV,West,Going Straight,,No Apparent Contributing Factor,,0,0,,,,,,,-11686330.66,4824039.984
298187124,2022388872,2.02239E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"7/30/2022, 6:44 PM","7/30/2022, 6:44 PM","7/30/2022, 8:51 PM",E ALAMEDA AVE / S WASHINGTON ST,3146512,1684320,-104.9792285,39.71110719,3,312,Washington Park West,0,0,Front to Rear,Front to Rear,Front to Rear,,Intersection Related,Straight - Downhill,Dry,Dark-Lighted,SUV,West,Going Straight,Careless Driving,,,SUV,West,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686233.92,4824049.539
298187523,2021695930,2.0217E+14,5441,0,TRAF - ACCIDENT               ,"12/11/2021, 5:37 AM","12/11/2021, 5:37 AM","12/11/2021, 6:16 AM",S LAFAYETTE ST / E ALAMEDA AVE,3148822,1684335,-104.9710176,39.71111173,3,312,Washington Park,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Pickup Truck/Utility Van,South,Going Straight,Failed to Yield ROW,Looked/Did Not See,,SUV,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685320.25,4824050.733
298188504,2022352440,2.02235E+14,5441,0,TRAF - ACCIDENT               ,"7/11/2022, 12:30 PM","7/11/2022, 12:30 PM","7/11/2022, 12:56 PM",S LINCOLN ST / E ALAMEDA AVE,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Daylight,SUV,North,Slowing,Followed Too Closely,Distracted/Other Interior,,Passenger Car/Passenger Van,North,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298189657,2022340682,2.02234E+14,5441,0,TRAF - ACCIDENT               ,"7/5/2022, 2:08 AM","7/5/2022, 2:08 AM","7/5/2022, 3:19 AM",E ALAMEDA AVE / S EMERSON ST,3147165,1684322,-104.9769075,39.71110238,3,312,Washington Park West,0,0,Front to Front,Front to Side,Front to Front,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,East,Going Straight,Disregarded Other Device/Sign/Markings,Looked/Did Not See,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685975.94,4824048.345
298190590,2022224568,2.02222E+14,5441,0,TRAF - ACCIDENT               ,"5/5/2022, 9:00 AM","5/5/2022, 9:00 AM","5/5/2022, 9:55 AM",1121 E ALAMEDA AVE,3148064,1684419,-104.9737101,39.71135441,3,311,Speer,0,0,Guardrail Face,,Guardrail Face,On Private Property,Parking Lot,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,East,Going Straight,Careless Driving,No Apparent Contributing Factor,,,,,,,,0,0,,,,,,,-11685618.84,4824084.175
298191018,2025127915,2.02513E+14,5441,0,TRAF - ACCIDENT               ,"3/13/2025, 6:40 AM","3/13/2025, 6:40 AM","3/13/2025, 9:12 AM",300 BLOCK S LINCOLN ST,3144545,1684274,-104.9862209,39.71101165,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,Non-Intersection,Curve Left - Level,Dry,Daylight,Pickup Truck/Utility Van,Northwest,Making Left Turn,Improper Turn,No Apparent Contributing Factor,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687012.62,4824035.207
298191381,2024580147,2.02458E+14,5441,1,TRAF - ACCIDENT - SBI         ,"10/23/2024, 8:29 PM","10/23/2024, 8:29 PM","10/23/2024, 9:09 PM",E ALAMEDA AVE / S LINCOLN ST,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,,,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,,,-11687029.34,4824056.705
298191651,202315254,2.02315E+13,5441,0,TRAF - ACCIDENT               ,"1/9/2023, 8:07 AM","1/9/2023, 8:07 AM","1/9/2023, 8:35 AM",S LINCOLN ST / E ALAMEDA AVE,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,Driveway Access Related,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Making Left Turn,Improper Turn,No Apparent Contributing Factor,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298191814,2024139119,2.02414E+14,5441,0,TRAF - ACCIDENT               ,"3/13/2024, 1:38 AM","3/13/2024, 1:38 AM","3/13/2024, 1:38 AM",300 BLOCK S PEARL ST,3146235,1684284,-104.9802138,39.71101271,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,Non-Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,East,Making U-Turn,Improper Turn,Looked/Did Not See,,SUV,South,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686343.79,4824036.401
298192253,2022176314,2.02218E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"4/9/2022, 4:10 PM","4/9/2022, 4:10 PM","4/9/2022, 4:56 PM",E ALAMEDA AVE / S EMERSON ST,3147165,1684322,-104.9769075,39.71110238,3,312,Washington Park West,0,0,Front to Side,,Front to Side,,At Intersection,Straight - Level,Dry,Dark-Lighted,Passenger Car/Passenger Van,West,Going Straight,,,,SUV,North,Making Left Turn,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685975.94,4824048.345
298192336,202235342,2.02235E+13,5441,0,TRAF - ACCIDENT               ,"1/22/2022, 3:53 AM","1/22/2022, 3:53 AM","1/22/2022, 4:57 AM",S LOGAN ST / E ALAMEDA AVE,3145512,1684326,-104.9827828,39.71113934,3,312,Washington Park West,0,1,Pedestrian,,Pedestrian,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,East,Other (Describe in Narrative),Failed to Yield ROW,,,,,,,,Cross/Enter at Intersection,0,0,,,,,,,-11686630.43,4824054.316
298192374,2022366583,2.02237E+14,5441,0,TRAF - ACCIDENT               ,"7/19/2022, 2:49 AM","7/19/2022, 2:49 AM","7/19/2022, 3:41 AM",E ALAMEDA AVE / S GRANT ST,3145165,1684326,-104.9840162,39.71114476,3,312,Washington Park West,0,0,Front to Front,,Front to Front,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,South,Going Straight,Failed to Yield ROW,No Apparent Contributing Factor,,Pickup Truck/Utility Van,East,Going Straight,No Contributing Action,,,0,0,,,,,,,-11686767.78,4824055.511
298193155,2022289024,2.02229E+14,5441,0,TRAF - ACCIDENT               ,"6/8/2022, 5:00 AM","6/8/2022, 5:00 AM","6/8/2022, 5:35 AM",500 BLOCK E ALAMEDA AVE,3145953,1684259,-104.9812167,39.71094851,3,312,Washington Park West,0,0,Rear to Side,,Rear to Side,On Roadway,Alley Related,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Backing,Improper Backing,Distracted/Other Interior,,Passenger Car/Passenger Van,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686456.06,4824026.847
298193478,2021517944,2.02152E+14,5441,0,TRAF - ACCIDENT               ,"9/8/2021, 7:40 AM","9/8/2021, 7:40 AM","9/8/2021, 8:10 AM",S DOWNING ST / E ALAMEDA AVE,3148153,1684330,-104.9733956,39.71110867,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Daylight,SUV,North,Slowing,Followed Too Closely,Distracted/Other Interior,,Passenger Car/Passenger Van,North,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685585.39,4824050.733
298194288,2022341188,2.02234E+14,5441,0,TRAF - ACCIDENT               ,"7/5/2022, 7:30 AM","7/5/2022, 7:30 AM","7/5/2022, 7:39 AM",S LINCOLN ST / E ALAMEDA AVE,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Slowing,Followed Too Closely,Distracted/Other Interior,,SUV,North,Stopped in Traffic,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298194554,2022414367,2.02241E+14,5441,0,TRAF - ACCIDENT               ,"8/13/2022, 6:15 AM","8/13/2022, 6:15 AM","8/13/2022, 6:15 AM",300 BLOCK S LINCOLN ST,3144545,1684274,-104.9862209,39.71101165,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,On Roadway,Non-Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Changing Lanes,Lane Violation,Distracted/Other Occupant,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687012.62,4824035.207
298194752,202274567,2.02275E+13,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"2/12/2022, 7:16 PM","2/12/2022, 7:16 PM","2/12/2022, 7:23 PM",E ALAMEDA AVE / S GRANT ST,3145165,1684326,-104.9840162,39.71114476,3,312,Washington Park West,0,0,Front to Rear,Light Pole/Utility Pole,Front to Front,On Roadway,At Intersection,Straight - Level,Dry W/Visible Icy Road Treatment,Dark-Lighted,Pickup Truck/Utility Van,East,Going Straight,Careless Driving,,,Passenger Car/Passenger Van,East,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686767.78,4824055.511
298194972,2024637884,2.02464E+14,5441,0,TRAF - ACCIDENT               ,"11/24/2024, 4:13 AM","11/24/2024, 4:13 AM","11/24/2024, 4:13 AM",E ALAMEDA AVE / S EMERSON ST,3147165,1684322,-104.9769075,39.71110238,3,312,Washington Park West,0,0,Front to Side,Traffic Signal Pole,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,West,Going Straight,Failed to Stop at Signal,Distracted/Other Interior,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685975.94,4824048.345
298195689,2025312795,2.02531E+14,5441,0,TRAF - ACCIDENT               ,"6/17/2025, 10:19 AM","6/17/2025, 10:19 AM","6/17/2025, 10:41 AM",1100 BLOCK E ALAMEDA AVE,3147908,1684303,-104.974267,39.71103844,3,312,Washington Park West,0,0,Front to Rear,Front to Rear,Front to Rear,On Roadway,Intersection Related,Straight - Level,Dry,Daylight,SUV,East,Going Straight,Followed Too Closely,Looked/Did Not See,,SUV,East,Slowing,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685680.94,4824038.79
298196054,202597233,2.02597E+13,5441,0,TRAF - ACCIDENT               ,"2/25/2025, 7:55 AM","2/25/2025, 7:55 AM","2/25/2025, 7:55 AM",E ALAMEDA AVE / S SHERMAN ST,3144833,1684327,-104.9851962,39.71115267,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,On Roadway,Intersection Related,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,West,Changing Lanes,Lane Violation,Distracted/Other Exterior,,Passenger Car/Passenger Van,West,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686899.16,4824056.705
298196515,2023627542,2.02363E+14,5441,0,TRAF - ACCIDENT               ,"11/21/2023, 8:50 AM","11/21/2023, 8:50 AM","11/21/2023, 10:31 AM",S DOWNING ST / E ALAMEDA AVE,3148153,1684330,-104.9733956,39.71110867,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,South,Making Left Turn,Failed to Yield ROW,Looked/Did Not See,,SUV,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685585.39,4824050.733
298196536,2022583757,2.02258E+14,5441,0,TRAF - ACCIDENT               ,"11/11/2022, 7:09 AM","11/11/2022, 7:09 AM","11/11/2022, 7:51 AM",E ALAMEDA AVE / S EMERSON ST,3147165,1684322,-104.9769075,39.71110238,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Daylight,Pickup Truck/Utility Van,East,Going Straight,Failed to Stop at Signal,No Apparent Contributing Factor,,SUV,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11685975.94,4824048.345
298196542,2022582325,2.02258E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"11/10/2022, 9:50 AM","11/10/2022, 9:50 AM","11/11/2022, 8:00 AM",S LOGAN ST / E ALAMEDA AVE,3145512,1684326,-104.9827828,39.71113934,3,312,Washington Park West,0,0,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,,,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,UNDER INVESTIGATION,,,-11686630.43,4824054.316
298196575,2022587546,2.02259E+14,5420,0,TRAF - ACCIDENT - DUI/DUID    ,"11/13/2022, 2:25 PM","11/13/2022, 2:25 PM","11/13/2022, 2:55 PM",300 BLOCK S WASHINGTON ST,3146561,1684285,-104.9790551,39.71101033,3,312,Washington Park West,0,0,Front to Rear,Front to Rear,Overturning/Rollover,On Roadway,Non-Intersection,Straight - Level,Dry,Dark-Lighted,SUV,South,Going Straight,Careless Driving,Talking on Phone/Holding,,SUV,South,Parked,,,,0,0,,,,,,,-11686214.81,4824035.207
298197292,2024693862,2.02469E+14,5441,0,TRAF - ACCIDENT               ,"12/26/2024, 9:34 AM","12/26/2024, 9:34 AM","12/26/2024, 10:47 AM",S WASHINGTON ST / E ALAMEDA AVE,3146512,1684320,-104.9792285,39.71110719,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Dark-Lighted,Passenger Car/Passenger Van,West,Making Left Turn,Other Contributing Action,No Apparent Contributing Factor,,Passenger Car/Passenger Van,West,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11686233.92,4824049.539
298197479,2025144575,2.02514E+14,5441,0,TRAF - ACCIDENT               ,"3/22/2025, 7:45 AM","3/22/2025, 7:45 AM","3/22/2025, 8:49 AM",300 BLOCK S LINCOLN ST,3144545,1684274,-104.9862209,39.71101165,3,312,Washington Park West,0,0,Front to Rear,,Front to Rear,On Roadway,Non-Intersection,Curve Left - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Changing Lanes,Lane Violation,No Apparent Contributing Factor,,Passenger Car/Passenger Van,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687012.62,4824035.207
298197573,2025150431,2.02515E+14,5401,0,TRAF - ACCIDENT - HIT & RUN   ,"3/25/2025, 3:09 PM","3/25/2025, 3:09 PM","3/25/2025, 3:09 PM",E ALAMEDA AVE / S LINCOLN ST,3144503,1684327,-104.9863691,39.7111578,3,312,Washington Park West,0,0,Front to Side,,Front to Side,On Roadway,At Intersection,Straight - Level,Dry,Dark-Lighted,,East,Going Straight,,Aggressive Driving,,SUV,North,Going Straight,No Contributing Action,No Apparent Contributing Factor,,0,0,,,,,,,-11687029.34,4824056.705
298197857,2023539727,2.02354E+14,5441,0,TRAF - ACCIDENT               ,"10/6/2023, 5:27 AM","10/6/2023, 5:27 AM","10/6/2023, 6:52 AM",S LINCOLN SHERMAN ALY / E ALAMEDA AVE,3144669,1684327,-104.9857791,39.71115522,3,312,Washington Park West,0,0,Side to Side-Same Direction,,Side to Side-Same Direction,On Roadway,Intersection Related,Straight - Level,Dry,Daylight,Passenger Car/Passenger Van,North,Weaving,Careless Driving,,,Passenger Car/Passenger Van,North,Stopped in Traffic,No Contributing Action,,,0,0,,,,,,,-11686963.65,4824056.705
